message_date,sender,message_text,service_type
2025-06-17 17:38:30,Me,Got it,iMessage
2025-06-17 17:38:57,Thad Norman,I’m on a call with Simple Details,iMessage
2025-06-17 17:39:55,Me,"Ok, so we need to replace that entire integration",iMessage
2025-06-17 17:41:16,Me,Safe to assume he currently has access to the leads that are flowing through. As well as WP access to each site still.,iMessage
2025-06-17 17:42:20,Me,,iMessage
2025-06-17 17:45:45,Me,"He’s an ongoing threat and a risk to your operation. When he disrupts any of these workflows, known and unknown, it is going to get ugly. So we are going to complete nameserver migration of the eligible sites ready for cutover. And then we are going to start roadmapping a scope of work for engineering a solution as fast as possible. Every hour is a problem with him still involved. Even if we block him from WP access, he may have hooks into each site via Zapier and form flows etc.",iMessage
2025-06-17 17:59:03,Thad Norman,"Wpmanager or Support@velocity-seo.comiI
NSDictionary",iMessage
2025-06-17 19:46:38,Thad Norman,,iMessage
2025-06-17 19:47:49,Me,,iMessage
2025-06-17 19:48:08,Me,,iMessage
2025-06-17 19:50:08,Thad Norman,Laughed at an image,iMessage
2025-06-18 09:30:17,Me,,iMessage
2025-06-18 09:31:07,Thad Norman,"Will do, big thing this morning is those 2 conversion landing pages",iMessage
2025-06-18 09:31:11,Me,"As for these guys as Cavazos — can you do a courtesy check in with them to make sure their email is still sending and receiving? They shouldn’t be having any issues, but there were unnecessary A records in their DNS and I want to ensure removing them didn’t have any unintended consequences.",iMessage
2025-06-18 09:31:12,Me,http://cavazosautospa.com,iMessage
2025-06-18 09:31:36,Me,Do you want me to stop migration to handle the new landing page?,iMessage
2025-06-18 09:31:43,Thad Norman,Cavazos doesn’t have a company email,iMessage
2025-06-18 09:31:59,Thad Norman,"Yes, that’s what we talked about yesterday. I need those landing pages this morning",iMessage
2025-06-18 09:32:26,Me,,iMessage
2025-06-18 09:35:15,Me,"Alright, confirming you want a new landing page (using the current Elementor template for Shades of Grey’s lander on the car-window-tinting.com site) on a new domain (xpel-window-tinting.com) using a classic lead form where the new form submission email notifications are forwarded to your email (thad@velocity-seo.com) for now?",iMessage
2025-06-18 09:36:31,Thad Norman,"Yes, perfect iI
NSDictionary",iMessage
2025-06-18 09:36:34,Thad Norman,Can I call you back? I’m on the other line right now,iMessage
2025-06-18 09:36:43,Thad Norman,,iMessage
2025-06-18 09:36:50,Thad Norman,Erick is Redline,iMessage
2025-06-18 09:37:08,Me,Ok can you purchase xpel-window-tinting.com on that shared namecheap.com account real quick and I’ll hook it in,iMessage
2025-06-18 09:37:15,Me,,iMessage
2025-06-18 09:37:18,Me,Is this the lead?,iMessage
2025-06-18 09:37:21,Thad Norman,I already have it,iMessage
2025-06-18 09:37:25,Me,,iMessage
2025-06-18 09:37:52,Thad Norman,You got invited to that domain yesterday,iMessage
2025-06-18 09:37:58,Me,Not seeing it in the velocity2 account,iMessage
2025-06-18 09:38:08,Me,,iMessage
2025-06-18 09:38:20,Thad Norman,xpelwindowtinting.com,iMessage
2025-06-18 09:40:00,Thad Norman,Invite is still showing as pending,iMessage
2025-06-18 09:42:53,Me,"And I know a lot is going on (a lot of changes and stuff on your end) but I want to make sure we’re working efficiently, especially since we’re on an hourly model. Just to clarify — I won’t be proactively checking that email inbox unless you let me know that something important has been sent there so I’m relying on you to explicitly ping me / text me or something when you have something coming my way.",iMessage
2025-06-18 09:43:40,Thad Norman,"UnderstoodiI
NSDictionary",iMessage
2025-06-18 09:48:09,Me,"Of course, looking ahead if you’d like me to monitor that inbox regularly, I’m happy to build that into a support retainer in the future so it’s covered as part of a consistent weekly process. I do that for several clients. It’s really not an issue at all man. I just want to make sure we have a clear, efficient setup during the crazy period of this transition so we’re both on the same page 😎All that technical operational bs aside, starting on your lander now 💪",iMessage
2025-06-18 09:48:36,Me,,iMessage
2025-06-18 09:51:16,Thad Norman,,iMessage
2025-06-18 09:51:19,Thad Norman,.https://car-window-tinting.com/shades-of-gray/,iMessage
2025-06-18 09:54:27,Thad Norman,"That’s it, it’s going to your email? It should be going to erick@redlinetinthouston.com",iMessage
2025-06-18 10:07:01,Me,Let me check,iMessage
2025-06-18 10:09:23,Me,Yep I think that was it,iMessage
2025-06-18 10:09:25,Me,,iMessage
2025-06-18 10:10:01,Thad Norman,So it’s fixed now?,iMessage
2025-06-18 10:12:42,Me,Testing now,iMessage
2025-06-18 10:15:14,Me,,iMessage
2025-06-18 10:16:49,Thad Norman,"Perfect, he and I both received it",iMessage
2025-06-18 10:17:16,Me,,iMessage
2025-06-18 10:17:44,Me,Check that mother fucker off the list with a SHARPIE!!!,iMessage
2025-06-18 10:17:51,Me,"Loved “Perfect, he and I both received it ”",iMessage
2025-06-18 10:18:10,Me,Ok leave me alone sir. I have a landing page to build and several more sites to migrate before noon 🤣,iMessage
2025-06-18 10:18:26,Thad Norman,"Will do, you’re the man! I’ll go in and send him any missed leads",iMessage
2025-06-18 10:18:42,Me,I’m already in there and can do it for you. I’ll forward to you standby,iMessage
2025-06-18 10:21:01,Me,"And FYI — For this site for future reference, til we upgrade them and everyone else to Fluent Forms, you can find submissions for forms on sites that this particular web dev company made for you in Elementor.

Log into WP admin and go to: Elementor > Submissions > Export to CSV (button)",iMessage
2025-06-18 10:21:26,Thad Norman,"Sounds good, thank you sir",iMessage
2025-06-18 10:22:15,Me,Sent,iMessage
2025-06-18 10:22:22,Me,You’re welcome!!!,iMessage
2025-06-18 10:24:11,Me,,iMessage
2025-06-18 11:30:04,Thad Norman,"Bren just had his lawyer email me, getting my lawyer involved, let’s keep moving after the conversion landing pages",iMessage
2025-06-18 11:30:27,Thad Norman,"I can do that later, I’d like to see it for a bit to make sure it’s all good",iMessage
2025-06-18 11:30:50,Me,Ok — can you complete the NS pointing?,iMessage
2025-06-18 11:31:05,Thad Norman,Can I do that in Squarespace the same way?,iMessage
2025-06-18 11:31:08,Me,"Just keep updating the nameservers so that when I get to it, that’s done too. Those take 10 min each on the Cloudflare side",iMessage
2025-06-18 11:31:54,Me,Yes but there are 4 godaddys left as well it seems based on the spreadsheet,iMessage
2025-06-18 11:32:37,Me,"But yeah any domain you look at, just grab a screenshot of the existing DNS records and drop it in that shared folder we are using in Google Drive. Then go and change the nameservers to the brett and the gigi and mark the cell as Yellow and we’ll be good to go",iMessage
2025-06-18 11:33:16,Me,,iMessage
2025-06-18 11:33:25,Me,,iMessage
2025-06-18 11:33:31,Me,,iMessage
2025-06-18 11:34:16,Me,,iMessage
2025-06-18 11:34:25,Me,Shouldn’t be much longer,iMessage
2025-06-18 11:34:44,Thad Norman,"Sounds great, looking forward to it",iMessage
2025-06-18 13:40:41,Thad Norman,How’s the shades of gray page looking?,iMessage
2025-06-18 13:49:07,Me,Can you check your email thad@velocity-seo.com,iMessage
2025-06-18 13:49:17,Me,Let me know if you have a notification from car-window-tinting.com,iMessage
2025-06-18 13:49:30,Thad Norman,"I go tit! iI
NSDictionary",iMessage
2025-06-18 13:49:33,Thad Norman,It’,iMessage
2025-06-18 13:55:32,Me,You have a minute?,iMessage
2025-06-18 13:57:08,Me,,iMessage
2025-06-18 14:12:21,Thad Norman,,iMessage
2025-06-18 14:20:12,Me,,iMessage
2025-06-18 14:30:19,Me,,iMessage
2025-06-18 14:44:42,Thad Norman,"Trying to do the Tint Co website, what do I change here?",iMessage
2025-06-18 14:46:47,Me,Domain name servers — upper left-hand corner,iMessage
2025-06-18 14:46:58,Me,Under DNS in the left hand menu,iMessage
2025-06-18 15:12:43,Thad Norman,Can we fix the icons at the bottom of this page?,iMessage
2025-06-18 15:12:45,Thad Norman,3https://redlinetinttexas.com/paint-protection-film/,iMessage
2025-06-18 15:14:10,Me,,iMessage
2025-06-18 16:42:21,Thad Norman,Got a website to quote if you have a free minute,iMessage
2025-06-18 16:47:12,Me,Perfect I’m on a call with a client but should be free at 5:30,iMessage
2025-06-18 16:49:13,Thad Norman,"Sounds good, it can wait until tomorrow too",iMessage
2025-06-18 16:58:28,Thad Norman,"Trying to make sure this is good, this is for The Tint Co",iMessage
2025-06-18 16:58:43,Me,Yes nuke all of those sir,iMessage
2025-06-18 16:59:01,Thad Norman,So click on Use Custom Nameservers and add the 2 we’ve been using?,iMessage
2025-06-18 16:59:10,Me,Yes sir,iMessage
2025-06-18 16:59:16,Me,So then we only have two nameservers,iMessage
2025-06-18 16:59:40,Thad Norman,Done for The Tint Co,iMessage
2025-06-18 17:04:01,Me,Perfect,iMessage
2025-06-18 17:13:06,Thad Norman,,iMessage
2025-06-18 17:13:23,Me,That is fine,iMessage
2025-06-18 17:13:26,Me,Who is this for?,iMessage
2025-06-18 17:13:27,Thad Norman,Got that for Window Film Solutions,iMessage
2025-06-18 17:13:33,Me,Yeah go ahead and disable DNSSEC,iMessage
2025-06-18 17:13:42,Me,We’ll handle that at Cloudflare,iMessage
2025-06-18 17:14:18,Thad Norman,"Cool, that one is done, I’m cranking through the Squarespace ones now",iMessage
2025-06-18 17:14:29,Me,Awesome,iMessage
2025-06-18 17:15:10,Thad Norman,,iMessage
2025-06-18 17:15:33,Thad Norman,I also deleted Tier 1,iMessage
2025-06-18 17:16:00,Me,What’s the domain for prestige? If you don’t mind just mark the background of the cell red,iMessage
2025-06-18 17:16:14,Me,No text content],iMessage
2025-06-18 17:16:33,Thad Norman,"I fixed itiI
NSDictionary",iMessage
2025-06-18 17:16:35,Me,Yeah that’s helpful,iMessage
2025-06-18 17:16:54,Me,,iMessage
2025-06-18 17:16:57,Me,Thank you,iMessage
2025-06-18 17:17:30,Thad Norman,"Haha, no worries, we’re getting the hang of this after how long now? Lol",iMessage
2025-06-18 17:17:37,Me,Lol!,iMessage
2025-06-18 17:19:10,Thad Norman,Can we try to fix Guardian and Auto Concierge sites that are stuck? I’m starting to run out of DNS records to update,iMessage
2025-06-18 17:19:54,Thad Norman,"Also got the logo for Sun Masters, it can be used off this site:",iMessage
2025-06-18 17:19:59,Thad Norman,!https://automotivesunmasters.com/,iMessage
2025-06-18 17:20:14,Me,Yeah that’s the one we stole,iMessage
2025-06-18 17:22:09,Thad Norman,,iMessage
2025-06-18 17:22:17,Thad Norman,Did you see this?,iMessage
2025-06-18 17:22:43,Me,You’re seeing these right?,iMessage
2025-06-18 17:22:56,Me,The other green “Ready”s,iMessage
2025-06-18 17:23:14,Thad Norman,"Oh shit, I’ve got Esoteric right here, my bad",iMessage
2025-06-18 17:23:22,Me,All good!,iMessage
2025-06-18 17:24:36,Me,"I’m trying to optimize for the landing pages we are building in window tint. Some house keeping items as well as Bren leaving some sort of script behind that appears to be causing me to get blocked. Don’t go yelling at him (or your attorney) yet because I’m not all the way certain it’s something he’s doing, but it’s looking more and more like he left some security hack behind that is causing me to get blocked. Could be intentional or could be happen chance. Will keep you updated.",iMessage
2025-06-18 17:25:00,Me,Was he involved with home-window-tinting?,iMessage
2025-06-18 17:25:11,Thad Norman,"Yep, that’s all him",iMessage
2025-06-18 17:25:29,Thad Norman,We can just rebuild it on that XPEL domain if you want to do that for Sun Masters,iMessage
2025-06-18 17:25:39,Thad Norman,"If that’s easier, it’s your call",iMessage
2025-06-18 17:25:55,Me,Will keep that in mind,iMessage
2025-06-18 17:36:55,Thad Norman,,iMessage
2025-06-18 17:37:39,Me,,iMessage
2025-06-18 17:39:09,Me,I can see if we can push it to a subdomain for you to check out,iMessage
2025-06-18 17:41:09,Me,Yeah Christian is spinning up a staging domain for you now,iMessage
2025-06-18 17:41:14,Me,Will get the url to you here in a minute,iMessage
2025-06-18 17:45:03,Thad Norman,"Cool, thank you sir",iMessage
2025-06-18 17:47:25,Me,",http://simpledetailsva.velocity-hosting.tech",iMessage
2025-06-18 17:49:46,Me,Faulk custom tint is green,iMessage
2025-06-18 17:49:50,Me,What’s that mean?,iMessage
2025-06-18 17:50:01,Me,,iMessage
2025-06-18 17:50:14,Thad Norman,"I think that’s old, I’d just remove it",iMessage
2025-06-18 17:50:40,Me,Ok so assuming the rest of the readies you don’t have access to?,iMessage
2025-06-18 17:57:59,Thad Norman,,iMessage
2025-06-18 18:07:59,Me,Sun Masters lead test coming your way,iMessage
2025-06-18 18:08:01,Me,Ready?,iMessage
2025-06-18 18:09:05,Thad Norman,Ready for a call or the test lead?,iMessage
2025-06-18 18:09:44,Me,Test lead,iMessage
2025-06-18 18:09:48,Me,Just sent,iMessage
2025-06-18 18:09:57,Me,I’ll have to call you after 7. With the kids,iMessage
2025-06-18 18:10:59,Me,Did you get it,iMessage
2025-06-18 18:11:05,Thad Norman,Got it!,iMessage
2025-06-18 18:11:15,Thad Norman,,iMessage
2025-06-18 18:11:30,Thad Norman,"No rush, we can chat later or tomorrow, I know we’ve been burning the midnight oil lately",iMessage
2025-06-18 18:12:43,Me,,iMessage
2025-06-18 18:12:57,Me,Ryan@sunmastersdfw.com has been set up if you don’t mind submitting a test and asking him,iMessage
2025-06-18 18:13:11,Thad Norman,Will do,iMessage
2025-06-18 18:14:44,Me,/https://home-window-tinting.com/sunmasters-dfw/,iMessage
2025-06-18 18:15:57,Me,There we go,iMessage
2025-06-18 18:16:48,Me,"Actually waitiI
NSDictionary",iMessage
2025-06-18 18:16:56,Me,The buttons are hard coded still hang on,iMessage
2025-06-18 18:20:41,Me,Is this Bren? Lol,iMessage
2025-06-18 18:20:47,Me,+http://brene8.sg-host.com/get-a-free-quote/,iMessage
2025-06-18 18:21:04,Me,Check that out. He had a button embedded with that url in it,iMessage
2025-06-18 18:21:40,Thad Norman,"Wow, he’s diabolical",iMessage
2025-06-18 18:22:08,Me,Not sure if intentional but it was in one of the buttons. Reckless if anything.,iMessage
2025-06-18 18:22:24,Me,Ok it’s ready to be checked now. Had to update all the buttons.,iMessage
2025-06-18 18:22:35,Me,Buttons should go to this page:,iMessage
